iter	RMSE
238	0.141665864
239	0.1406115991
240	0.1393736641
241	0.1381611905
242	0.1376909259
243	0.1366774592
244	0.1353150123
245	0.1335225479
246	0.1321541371
247	0.1308045696
248	0.1295220004
249	0.1271747455
250	0.1258287745
251	0.124589245
252	0.1230239269
253	0.1215048637
254	0.1207029075
255	0.1193364597
256	0.1171500679
257	0.1154621369
258	0.1147781886
259	0.1136287166
260	0.1125091994
261	0.1114648937
262	0.1107981296
263	0.1090721787
264	0.1077485204
265	0.1070633953
266	0.1063355184
267	0.1052904167
268	0.1045137359
269	0.1037158313
270	0.1025060114
271	0.1018393001
272	0.1009449142
273	0.1000981274
274	0.09859379579
275	0.09744102859
276	0.09664250452
277	0.09626326774
278	0.0952674404
279	0.09479508476
280	0.09388414959
281	0.09239757917
282	0.09143523922
283	0.09088548158
284	0.08950534672
285	0.0884755055
286	0.08766639394
287	0.08667334074
288	0.08555370763
289	0.08472455262
290	0.08417804014
291	0.08327720231
292	0.08251399924
293	0.08184465883
294	0.0810543676
295	0.07979592821
296	0.07899255604
297	0.0785228386
298	0.07812322221
299	0.0777412172
300	0.07677461204
301	0.07574426122
302	0.07524727655
303	0.07441096078
304	0.07397241442
305	0.0734631882
306	0.07282931663
307	0.07220429725
308	0.07174697011
309	0.07125648571
310	0.07073362212
311	0.07045507866
312	0.06979752409
313	0.06951405731
314	0.06876356998
315	0.06817836657
316	0.06768379153
317	0.06698686489
318	0.06646064101
319	0.06597297823
320	0.06537429507
321	0.06510036828
322	0.06436674938
323	0.06394795069
324	0.06355892064
325	0.0630227399
326	0.06250086716
327	0.06196123368
328	0.06130388244
329	0.06090426498
330	0.06032594886
331	0.05961244314
332	0.05926392193
333	0.05863634419
334	0.05832631793
335	0.05774817563
336	0.05731460741
337	0.05701472697
338	0.05676908132
339	0.05636771056
340	0.05519483264
341	0.05483021944
342	0.05430971094
343	0.05392985551
344	0.05309847111
345	0.05251207128
346	0.05220155169
347	0.05155680604
348	0.05108594157
349	0.05075279422
350	0.05010430379
351	0.04974519882
352	0.04936754529
353	0.04914716556
354	0.04855837311
355	0.04786555816
356	0.0473284693
357	0.04695457731
358	0.04643763869
359	0.04609897517
360	0.04548432475
361	0.04492901494
362	0.04465729098
363	0.04445948097
364	0.0441862628
365	0.04378308899
366	0.04328492814
367	0.04286871349
368	0.04246831204
369	0.04222733025
370	0.04185380847
371	0.04162645729
372	0.04107526565
373	0.04068639839
374	0.04032969376
375	0.03977614877
376	0.03945928091
377	0.03918941384
378	0.03882027676
379	0.03845527001
380	0.03819174156
381	0.03769561896
382	0.03742464147
383	0.03712953611
384	0.03682623889
385	0.03650972778
386	0.03620293822
387	0.03570467292
388	0.03531045579
389	0.03509621365
390	0.03476687845
391	0.03439384979
392	0.03382377364
393	0.03347034058
394	0.03305678396
395	0.03292281888
396	0.03269576603
397	0.0323953187
398	0.03207193744
399	0.03176184998
400	0.03154393754
401	0.0313144119
402	0.03099058477
403	0.03066254719
404	0.03042077282
405	0.03025500286
406	0.03002379846
407	0.02976188176
408	0.0294095362
409	0.02925851496
410	0.02900098368
411	0.02882933152
412	0.02854272628
413	0.02828995365
414	0.02804697786
415	0.02789483403
416	0.02770521753
417	0.02733670872
418	0.02701087948
419	0.02679272025
420	0.02651071595
421	0.02634176572
422	0.02616604843
423	0.02588539796
424	0.0256506331
425	0.02542447523
426	0.02523088467
427	0.02511242686
428	0.0249380594
429	0.02468521905
430	0.0245295006
431	0.02431354722
432	0.02403113079
433	0.02373885446
434	0.02342745476
435	0.02329208742
436	0.02314627334
437	0.0228883729
438	0.02266865117
439	0.02259444496
440	0.02235757646
441	0.02218282633
442	0.02200095589
443	0.02169124583
444	0.02155343782
445	0.02131769734
446	0.02114247311
447	0.02095199954
448	0.02077883018
449	0.02066906687
450	0.02045615473
451	0.02029567994
452	0.02015902175
453	0.01996501025
454	0.01977607221
455	0.0195531428
456	0.01939568424
457	0.01915718975
458	0.01893101546
459	0.01881776191
460	0.01872330452
461	0.01859534875
462	0.01847742028
463	0.01830225554
464	0.01806877164
465	0.01786786249
466	0.01767135669
467	0.01747805648
468	0.01733314121
469	0.0171177745
470	0.01699757114
471	0.01679889344
472	0.01664673127
473	0.01641398712
474	0.0163308833
475	0.01625308479
476	0.01609960039
477	0.01596821157
478	0.0158068682
479	0.01554970519
480	0.01544678317
481	0.01529345312
482	0.01518166822
483	0.01509917015
484	0.01501604698
485	0.01489326777
486	0.01476751113
487	0.01454638618
488	0.01448931148
489	0.01433361095
490	0.01417058187
491	0.0140618471
492	0.013917696
493	0.01377459427
494	0.01372529679
495	0.01362547058
496	0.013454453
497	0.0133892108
498	0.01318237348
499	0.0130905537
500	0.01302179275
501	0.0129157663
502	0.01270195153
503	0.01254025357
504	0.0124597712
505	0.01233645906
506	0.01221383331
507	0.01213153967
508	0.01206125342
509	0.01185766
510	0.01176589931
511	0.01165071061
512	0.01155174156
513	0.01148960299
514	0.01139726845
515	0.01136335263
516	0.01126093418
517	0.01116190036
518	0.01107479909
519	0.01101334585
520	0.01090654812
521	0.01079523503
522	0.01069836407
523	0.01060930836
524	0.01055148184
525	0.01049317686
526	0.01044297641
527	0.01037172041
528	0.01028993602
529	0.01022218245
530	0.01012531698
531	0.01008957288
532	0.00994894542
533	0.009837813068
534	0.009726406815
535	0.00963118303
536	0.00960250133
537	0.009506658737
538	0.009467311073
539	0.009405905407
540	0.009304559198
541	0.009193545065
542	0.009059919202
543	0.008992046171
544	0.008911231893
545	0.008814687152
546	0.008711141597
547	0.008672395223
548	0.008589067664
549	0.008560814853
550	0.008450520424
551	0.008413197535
552	0.008363923255
553	0.008294738085
554	0.008207989857
555	0.008121544617
556	0.008033819079
557	0.007966033833
558	0.007872172675
559	0.007775340349
560	0.00768690495
561	0.007586684223
562	0.007524326197
563	0.007479246957
564	0.007372301548
565	0.007311332711
566	0.007255948914
567	0.007203778428
568	0.007162458095
569	0.00710911542
570	0.007047375945
571	0.006991902817
572	0.006917637337
573	0.006883496904
574	0.006825469053
575	0.006749865076
576	0.006706812275
577	0.006667908899
578	0.006626270925
579	0.006542467161
580	0.006508262312
581	0.006457951066
582	0.006413011483
583	0.006325535572
584	0.0062980193
585	0.006229919719
586	0.00618689608
587	0.006129017121
588	0.006055837379
589	0.006020501301
590	0.00595225588
591	0.005881571307
592	0.005823616608
593	0.005765110685
594	0.005720076744
595	0.005678782109
596	0.005610882326
597	0.005581664111
598	0.005534527601
599	0.005508712795
600	0.005448654626
601	0.005395432471
602	0.005348335591
603	0.005309495443
604	0.005284653728
605	0.005241015932
606	0.005199298662
607	0.005155639042
608	0.005110945501
609	0.005063466213
610	0.005034065895
611	0.005005676134
612	0.00496034759
613	0.004909617651
614	0.00484840888
615	0.004781911309
616	0.004725149977
617	0.00468504933
618	0.004637622255
619	0.004601365354
620	0.004560302272
621	0.004536137326
622	0.004482080639
623	0.004405383375
624	0.004361965767
625	0.004313831985
626	0.004293615231
627	0.004260958471
628	0.004233392799
629	0.004193509495
630	0.004161164479
631	0.004113267938
632	0.004088848409
633	0.004062499467
634	0.004043044695
635	0.004008073119
636	0.003952386846
637	0.003944515196
638	0.00390625416
639	0.003878680249
640	0.003860210191
641	0.003842766276
642	0.003822982081
643	0.003772599358
644	0.003737174519
645	0.003703240987
646	0.003673464553
647	0.00364862216
648	0.003620702454
649	0.003573379613
650	0.00355088935
651	0.003524433089
652	0.003474261768
653	0.003436998799
654	0.003418503732
655	0.003394179475
656	0.003374437806
657	0.003334227754
658	0.003307970049
659	0.00327155116
660	0.003234342553
661	0.003198719128
662	0.003180635573
663	0.003164352825
664	0.003134948811
665	0.003124359741
666	0.003095515353
667	0.003058997887
668	0.00303346625
669	0.003012710403
670	0.002980290453
671	0.002958840945
672	0.002942338907
673	0.002908705585
674	0.002897748236
675	0.002868422515
676	0.002850238139
677	0.002815360537
678	0.00279016584
679	0.002781598196
680	0.002734618451
681	0.002706767777
682	0.002688805564
683	0.002666034422
684	0.002643570514
685	0.002623501775
686	0.002611830663
687	0.002584528965
688	0.002557935558
689	0.002541744507
690	0.002524769242
691	0.002498284897
692	0.002481015421
693	0.002448301587
694	0.002436449092
695	0.002424080013
696	0.002403841567
697	0.002385618543
698	0.002367572171
699	0.002354260679
700	0.002334827311
701	0.002313142543
702	0.0022964012
703	0.00228577145
704	0.002272533862
705	0.002257325286
706	0.002231698462
707	0.002217642563
708	0.002200739525
709	0.002186732283
710	0.002163992698
711	0.002148866933
712	0.002127130054
713	0.002111585953
714	0.002092099869
715	0.002077586745
716	0.002061581986
717	0.002044840871
718	0.002033559394
719	0.002016707767
720	0.002002304764
721	0.001988710714
722	0.001974666721
723	0.001947610558
724	0.001935185671
725	0.001926702989
726	0.001903991517
727	0.00188883318
728	0.001879340425
729	0.001863702611
730	0.001851287634
731	0.001833656089
732	0.001817468842
733	0.001808413981
734	0.001789339028
735	0.001775705185
736	0.001754394512
737	0.001745212121
738	0.001728671282
739	0.001716534378
740	0.001699683091
741	0.001686562211
742	0.001673462209
743	0.001659531817
744	0.001650077499
745	0.001644636127
746	0.001629362335
747	0.001613895169
748	0.001601401754
749	0.001590026829
750	0.001581259955
751	0.001570881064
752	0.001566596556
753	0.00155256612
754	0.001537075301
755	0.001521441469
756	0.001501366243
757	0.001491178443
758	0.00148349396
759	0.001475142554
760	0.001463990395
761	0.001446334249
762	0.001438529197
763	0.001425431067
764	0.001408687144
765	0.001395129305
766	0.001383632285
767	0.0013776711
768	0.001368341458
769	0.001357682744
770	0.001350231006
771	0.001336136555
772	0.00132520833
773	0.001314771411
774	0.001301215519
775	0.001282882223
776	0.00127542488
777	0.001266918145
778	0.001260080443
779	0.001250247408
780	0.001241133364
781	0.00123045854
782	0.001217532066
783	0.001207881136
784	0.001201767102
785	0.001197126226
786	0.001192216149
787	0.001182882976
788	0.001176748029
789	0.001168358943
790	0.001154611014
791	0.001143280725
792	0.001134108322
793	0.001120977492
794	0.001113378906
795	0.00110266932
796	0.001094404354
797	0.001081859817
798	0.001075752761
799	0.001065577158
800	0.001054987949
801	0.001046204912
802	0.001039047109
803	0.001028178565
804	0.00102127053
805	0.001013814131
806	0.001008233478
807	0.001002046034
808	0.0009963853012
809	0.000990195197
810	0.000981125701
811	0.0009698143883
812	0.0009638629251
813	0.0009566258608
814	0.0009487930489
815	0.0009439899227
816	0.0009362748102
817	0.0009270300148
818	0.0009210792183
819	0.0009137875842
820	0.0009071013061
821	0.0008975539687
822	0.0008872147868
823	0.0008861515979
824	0.0008781644644
825	0.0008689822873
826	0.0008579264908
827	0.0008526654231
828	0.0008467961353
829	0.0008440779749
830	0.0008368032561
831	0.0008321263579
832	0.0008256170612
833	0.0008141704169
834	0.0008085990959
835	0.0008037500643
836	0.0007987802978
837	0.0007950291423
838	0.0007886073603
839	0.000783277568
840	0.00077807515
841	0.0007728461823
842	0.0007642948895
843	0.0007574956387
844	0.0007518703411
845	0.0007451272177
846	0.0007394135992
847	0.0007364079751
848	0.0007317686789
849	0.0007248941484
850	0.0007200574435
851	0.0007149889337
852	0.0007067850141
853	0.000702958991
854	0.0006994538885
855	0.0006922183026
856	0.0006895036647
857	0.0006848422638
858	0.0006771262802
859	0.0006725411016
860	0.0006676695394
861	0.0006637757087
862	0.0006573724427
863	0.0006540485629
864	0.0006496335667
865	0.000644682618
866	0.0006371550192
867	0.0006293653298
868	0.0006268066685
869	0.0006195872445
870	0.0006084765452
871	0.0006036793079
872	0.0005993334457
873	0.0005968062019
874	0.0005886900777
875	0.0005848513126
876	0.0005813978615
877	0.0005743879685
878	0.0005703769416
879	0.0005638469112
880	0.0005586451918
881	0.0005563407897
882	0.0005503327945
883	0.0005439248879
884	0.0005394566255
885	0.0005365609301
886	0.000534582197
887	0.0005315528594
888	0.0005279938339
889	0.0005202864843
890	0.0005148706628
891	0.0005108867901
892	0.0005033472182
893	0.0004963356044
894	0.0004931504042
895	0.0004881427598
896	0.0004860510715
897	0.000480514533
898	0.0004779358375
899	0.000471076118
900	0.0004678214076
901	0.000464467011
902	0.0004611573339
903	0.0004559621911
904	0.0004525875104
905	0.000449922041
906	0.0004469967249
907	0.000443823909
908	0.000438503185
909	0.0004349050024
910	0.0004303037564
911	0.0004234541295
912	0.0004220500939
913	0.0004189760715
914	0.0004154593156
915	0.0004131323089
916	0.000410230221
917	0.0004091875966
918	0.0004013000143
919	0.0003963972787
920	0.0003940296539
921	0.0003910696685
922	0.0003887338901
923	0.0003865022888
924	0.0003838333924
925	0.0003826659275
926	0.0003783550976
927	0.0003752219909
928	0.0003719102676
929	0.0003696669618
930	0.0003667718684
931	0.0003628492046
932	0.0003615297089
933	0.0003579021134
934	0.0003531262287
935	0.0003507671031
936	0.0003485266039
937	0.00034563998
938	0.0003422860421
939	0.0003399248089
940	0.0003369207897
941	0.0003340986745
942	0.0003315321821
943	0.000329720223
944	0.000326110066
945	0.0003235867139
946	0.0003204491783
947	0.0003178588419
948	0.0003165004668
949	0.0003127642349
950	0.0003110275773
951	0.0003066140489
952	0.0003034139458
953	0.0003017311013
954	0.0002984567962
955	0.0002967271623
956	0.0002953692282
957	0.0002934079026
958	0.0002906121031
959	0.0002890865137
960	0.0002878463127
961	0.000285099221
962	0.0002823081057
963	0.0002809081477
964	0.0002783654027
965	0.0002750552957
966	0.0002718812455
967	0.0002699765481
968	0.000267458477
969	0.0002647302012
970	0.0002629026569
971	0.0002620767663
972	0.0002589977855
973	0.0002576504983
974	0.000255858255
975	0.0002531007789
976	0.0002504921674
977	0.0002488146999
978	0.0002468719347
979	0.0002449754792
980	0.0002428953981
981	0.0002396364523
982	0.0002374950372
983	0.0002359418057
984	0.0002335682172
985	0.0002312387634
986	0.0002298074262
987	0.0002283067876
988	0.0002263376832
989	0.0002239603156
990	0.0002219839853
991	0.0002194323263
992	0.0002167042344
993	0.0002150362389
994	0.0002138148891
995	0.0002123636863
996	0.0002098420805
997	0.0002080564994
998	0.0002064928085
999	0.0002050474156
